0~509~0~509~509~509~509~509~509~509~509~509~0~509~509~509~509~509~509~509~509~509~509~509~0~0~509~509~509~509~509~509~509~0~0~509~509~509~509~509~0~509~509~509~1~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~509~508
0~510~0~510~510~510~510~510~510~510~510~510~0~510~510~510~510~510~510~510~510~510~510~510~0~0~510~510~510~510~510~510~510~0~0~510~510~510~510~510~0~510~510~510~510~2~510~2~2~2~510~2~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~510~508
0~511~0~511~511~511~511~511~511~511~511~511~0~511~511~511~511~511~511~511~511~511~511~511~0~0~511~511~511~511~511~511~511~0~0~511~511~511~511~511~0~511~511~511~511~119~511~3~119~119~511~119~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511~511
0~512~0~512~512~512~512~512~512~512~512~512~0~512~512~512~512~512~512~512~512~512~512~512~0~0~512~512~512~512~512~512~512~0~0~512~512~512~512~512~0~512~512~512~512~119~512~119~4~5~512~119~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512~512
0~513~0~513~513~513~513~513~513~513~513~513~0~513~513~513~513~513~513~513~513~513~513~513~0~0~513~513~513~513~513~513~513~0~0~513~513~513~513~513~0~513~513~513~513~119~513~119~513~513~513~6~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513~513
0~514~0~514~514~514~514~514~514~514~514~514~0~514~514~514~514~514~514~514~514~514~514~514~0~0~7~514~514~514~514~514~514~0~0~514~514~514~514~514~0~514~514~514~514~514~119~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514~514
0~8~0~515~515~515~515~515~515~515~515~515~0~515~515~515~515~515~515~515~515~515~515~515~0~0~515~515~515~515~515~515~515~0~0~515~515~515~515~515~0~515~515~515~515~119~515~119~119~119~515~119~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515
0~516~0~516~516~516~516~516~516~516~516~516~0~516~516~516~516~516~516~516~516~516~516~516~0~0~516~516~516~516~516~516~516~0~0~516~516~516~516~516~0~516~516~516~516~10~516~10~10~10~9~10~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516~516
0~11~0~515~515~515~515~515~515~515~515~515~0~515~515~515~515~515~515~515~515~515~515~515~0~0~515~515~515~515~515~515~515~0~0~515~515~515~515~515~0~515~515~515~515~119~515~119~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515
0~12~0~515~515~515~515~515~515~515~515~515~0~515~515~515~515~515~515~515~515~515~515~515~0~0~508~515~515~515~508~515~515~0~0~515~515~515~515~515~0~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515~515
