real,expo,real,real,varian,varian,varian,real
expo,expo,expo,expo,varian,varian,varian,expo
real,expo,real,real,varian,varian,varian,real
real,expo,real,real,varian,varian,varian,real
varian,varian,varian,varian,varian,varian,varian,varian
varian,varian,varian,varian,varian,varian,varian,varian
varian,varian,varian,varian,varian,varian,varian,varian
real,expo,real,real,varian,string,varian,varian
